,Pittsburgh,New_York,Dallas
FMPC 19814: zinc ribbon domain-containing protein ,0.5,0.5,0.5
FMPC 19815: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:3.2e-51 ,0.5,0.5,0.5
FMPC 19816: helix-turn-helix transcriptional regulator ,0.538744344,0.51047619,0.714285714
FMPC 19817: *hhblits annotated* IPF_100  db:Pdp70 e-value:1.1e-62 ,0.499151584,0.497142857,0.571428571
FMPC 19818: *hhblits annotated* Ea8.5 (Fragment)  db:Pdp70 e-value:5e-35 ,0.507352941,0.52,0.428571429
FMPC 19819: *hhblits annotated* Prepilin-type cleavage/methylation protein  db:Pdp70 e-value:2e-42 ,0.533088235,0.5,0.571428571
FMPC 19820: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 19821: *hhblits annotated* Trp repressor family protein  db:Pdp70 e-value:0.00011 ,0.5,0.5,0.5
FMPC 19822: DUF5339 family protein ,0.5,0.5,0.5
FMPC 19823: *hhblits annotated* LexA repressor DNA-binding domain-containing protein db:Uniclust30_2023 e-value:3.2e-21 ,0.5,0.5,0.5
FMPC 19824: *hhblits annotated* DUF1488 family protein db:Uniclust30_2023 e-value:0.00011 ,0.5,0.5,0.5
FMPC 19825: *hhblits annotated* Orf30  db:Pdp70 e-value:1.4e-37 ,0.5,0.5,0.5
FMPC 19826: *hhblits annotated* Thymidylate kinase  db:Pdp70 e-value:7e-49 ,0.5,0.5,0.5
FMPC 19827: DUF3310 domain-containing protein ,0.508484163,0.492380952,0.571428571
FMPC 19828: *hhblits annotated* Phage protein  db:Pdp70 e-value:9.4e-14 ,0.55571267,0.380952381,0.571428571
FMPC 19829: *hhblits annotated* DUF3892 domain-containing protein db:Uniclust30_2023 e-value:0.019 ,0.5,0.5,0.5
FMPC 19830: *hhblits annotated* DUF4377 domain-containing protein db:Uniclust30_2023 e-value:5.2e-11 ,0.5,0.5,0.5
FMPC 19831: metalloregulator ArsR/SmtB family transcription factor ,0.5,0.5,0.5
FMPC 19832: ASCH domain-containing protein ,0.413178733,0.38,0.387755102
FMPC 19833: *hhblits annotated* Putative transcriptional regulator  db:Pdp70 e-value:1.5e-31 ,0.501696833,0.496190476,0.448979592
FMPC 19834: *hhblits annotated* Group-specific protein db:Uniclust30_2023 e-value:8.7e-05 ,0.5,0.5,0.5
FMPC 19835: *hhblits annotated* CopG family transcriptional regulator db:Uniclust30_2023 e-value:0.14 ,0.501979638,0.5,0.5
FMPC 19836: phage holin family protein ,0.496040724,0.52,0.428571429
"FMPC 19837: alcohol dehydrogenase catalytic domain-containing protein, partial ",0.459558824,0.306666667,0.714285714
FMPC 19838: *hhblits annotated* Recombinase  db:Pdp70 e-value:7.6e-10 ,0.5,0.5,0.5
FMPC 19839: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:6.1e-26 ,0.5,0.5,0.5
FMPC 19840: DUF2508 family protein ,0.5,0.5,0.5
FMPC 19841: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:0.0025 ,0.5,0.5,0.5
FMPC 19842: antitoxin of toxin-antitoxin stability system ,0.5,0.476190476,0.5
FMPC 19843: nucleotide pyrophosphohydrolase ,0.5,0.5,0.5
FMPC 19844: glutaredoxin ,0.557126697,0.441904762,0.693877551
FMPC 19845: type II toxin-antitoxin system YafQ family toxin ,0.492081448,0.588571429,0.540816327
"FMPC 19846: UvrD-helicase domain-containing protein, partial ",0.514705882,0.5,0.5
FMPC 19847: *hhblits annotated* Phage protein  db:Pdp70 e-value:4.4e-21 ,0.480769231,0.5,0.428571429
FMPC 19848: type II toxin-antitoxin system RelB/DinJ family antitoxin ,0.558540724,0.468571429,0.428571429
FMPC 19849: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 19850: PTS sugar transporter subunit IIB ,0.503959276,0.438095238,0.642857143
FMPC 19851: DUF4148 domain-containing protein ,0.5,0.5,0.5
FMPC 19852: *hhblits annotated* DUF5906 domain-containing protein db:Uniclust30_2023 e-value:1.4 ,0.399886878,0.512380952,0.306122449
FMPC 19853: *hhblits annotated* Thiol-disulfide isomerase and thioredoxin  db:Pdp70 e-value:7.7e-18 ,0.5,0.5,0.5
FMPC 19854: DUF1232 domain-containing protein ,0.5,0.5,0.5
FMPC 19855: *hhblits annotated* EndoA inhibitor  db:Pdp70 e-value:5.1e-07 ,0.5,0.5,0.5
FMPC 19856: *hhblits annotated* SseI protein  db:Pdp70 e-value:2.6e-48 ,0.480769231,0.387619048,0.183673469
FMPC 19857: metal-sensing transcriptional repressor ,0.451357466,0.464761905,0.653061224
FMPC 19858: *hhblits annotated* CopG family transcriptional regulator  db:Pdp70 e-value:0.0097 ,0.5,0.5,0.5
FMPC 19859: acylphosphatase ,0.531674208,0.501904762,0.551020408
FMPC 19860: *hhblits annotated* SdpI/YhfL family protein db:Uniclust30_2023 e-value:0.09 ,0.5,0.5,0.5
FMPC 19861: *hhblits annotated* AbrB/MazE/SpoVT family DNA-binding domain-containing protein db:Uniclust30_2023 e-value:5.7 ,0.5,0.5,0.5
FMPC 19862: HPr family phosphocarrier protein ,0.5,0.5,0.5
FMPC 19863: *hhblits annotated* Integral membrane protein db:Uniclust30_2023 e-value:2.1e-10 ,0.5,0.5,0.5
FMPC 19864: *hhblits annotated* DUF551 domain-containing protein db:Uniclust30_2023 e-value:4.1e-07 ,0.475113122,0.5,0.642857143
FMPC 19865: *hhblits annotated* Catalase immune-responsive domain-containing protein db:Uniclust30_2023 e-value:3.4 ,0.551470588,0.5,0.571428571
FMPC 19866: *hhblits annotated* DNA-binding protein  db:Pdp70 e-value:6.3e-56 ,0.522058824,0.5,0.5
FMPC 19867: *hhblits annotated* Gp36 domain protein  db:Pdp70 e-value:0.027 ,0.5,0.5,0.5
FMPC 19868: *hhblits annotated* Proteasome endopeptidase complex  db:Pdp70 e-value:1.8e-29 ,0.5,0.5,0.5
FMPC 19869: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 19870: ferrous iron transport protein A ,0.5,0.5,0.5
FMPC 19871: *hhblits annotated* Type II toxin-antitoxin system RelE/ParE family toxin db:Uniclust30_2023 e-value:7.6 ,0.5,0.5,0.5
FMPC 19872: *hhblits annotated* PRA3.02  db:Pdp70 e-value:1.9e-56 ,0.5,0.476190476,0.5
FMPC 19873: DUF1905 domain-containing protein ,0.514705882,0.452380952,0.5
FMPC 19874: *hhblits annotated* Ribosomal RNA small subunit methyltransferase I db:Uniclust30_2023 e-value:12.0 ,0.5,0.5,0.5
FMPC 19875: type II toxin-antitoxin system Phd/YefM family antitoxin ,0.542986425,0.514285714,0.571428571
FMPC 19876: type II toxin-antitoxin system RelB/DinJ family antitoxin ,0.5,0.516190476,0.571428571
FMPC 19877: YtzH-like family protein ,0.5,0.5,0.5
FMPC 19878: DUF3892 domain-containing protein ,0.514705882,0.56,0.5
FMPC 19879: petrobactin biosynthesis protein AsbD ,0.5,0.5,0.5
FMPC 19880: DUF1778 domain-containing protein ,0.511877828,0.488571429,0.408163265
FMPC 19881: DUF5052 domain-containing protein ,0.507352941,0.5,0.428571429
FMPC 19882: *hhblits annotated* Conserved domain protein db:Uniclust30_2023 e-value:9.200000000000001e-30 ,0.415723982,0.571428571,0.408163265
FMPC 19883: acylphosphatase ,0.5,0.5,0.5
FMPC 19884: *hhblits annotated* Bacteriocin db:Uniclust30_2023 e-value:3.4 ,0.488404977,0.474285714,0.5
FMPC 19885: YlbG family protein ,0.4739819,0.5,0.428571429
FMPC 19886: CopG family ribbon-helix-helix protein ,0.507352941,0.5,0.5
FMPC 19887: *hhblits annotated* Regulatory protein db:Uniclust30_2023 e-value:2.4000000000000002e-30 ,0.458710407,0.558095238,0.642857143
FMPC 19888: type II toxin-antitoxin system HicA family toxin ,0.514705882,0.5,0.5
FMPC 19889: *hhblits annotated* Thioesterase db:Uniclust30_2023 e-value:1.0000000000000001e-24 ,0.5,0.5,0.5
FMPC 19890: *hhblits annotated* signal peptidase I db:Uniclust30_2023 e-value:0.73 ,0.425622172,0.52,0.510204082
FMPC 19891: *hhblits annotated* Toxin-antitoxin system HicB family antitoxin db:Uniclust30_2023 e-value:1.1999999999999998e-53 ,0.5,0.5,0.5
FMPC 19892: *hhblits annotated* thioredoxin db:Uniclust30 e-value:0.00028 ,0.512443439,0.420952381,0.224489796
FMPC 19893: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 19894: *hhblits annotated* DUF3847 domain-containing protein db:Uniclust30_2023 e-value:1.5e-48 ,0.434954751,0.48,0.12244898
FMPC 19895: Arc family DNA-binding protein ,0.536764706,0.365714286,0.295918367
FMPC 19896: *hhblits annotated* CAAX amino terminal protease family protein db:Uniclust30_2023 e-value:2e-51 ,0.5,0.5,0.5
FMPC 19897: *hhblits annotated* HTH LytTR-type domain-containing protein db:Uniclust30_2023 e-value:2.8e-31 ,0.5,0.5,0.5
FMPC 19898: *hhblits annotated* DUF304 domain-containing protein db:Uniclust30_2023 e-value:8.6e-05 ,0.507352941,0.5,0.5
FMPC 19899: chaperone NapD ,0.450226244,0.325714286,0.469387755
FMPC 19900: type II toxin-antitoxin system mRNA interferase toxin YafQ ,0.507352941,0.464761905,0.285714286
FMPC 19901: DUF3509 domain-containing protein ,0.5,0.5,0.5
FMPC 19902: *hhblits annotated* Phage gp6-like head-tail connector protein db:Uniclust30_2023 e-value:2.6000000000000004e-28 ,0.5,0.5,0.5
"FMPC 19903: MarR family transcriptional regulator, partial ",0.477941176,0.315238095,0.673469388
FMPC 19904: *hhblits annotated* Molecular chaperone  db:Pdp70 e-value:2.4e-12 ,0.491515837,0.560952381,0.683673469
FMPC 19905: acylphosphatase ,0.408936652,0.434285714,0.448979592
"FMPC 19906: *hhblits annotated* PROTEIN-ZINC FINGER COMPLEX, BETA BETA db:Uniclust30 e-value:0.042 ",0.5,0.5,0.5
FMPC 19907: *hhblits annotated* Host nuclease inhibitor protein  db:Pdp70 e-value:2.0000000000000003e-34 ,0.507352941,0.5,0.5
FMPC 19908: *hhblits annotated* Chemotaxis protein  db:Pdp70 e-value:7.8e-06 ,0.485294118,0.619047619,0.265306122
FMPC 19909: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:1.2e-14 ,0.5,0.5,0.5
FMPC 19910: *hhblits annotated* SFRICE_031422 db:Uniclust30_2023 e-value:0.041 ,0.514705882,0.5,0.357142857
FMPC 19911: DUF6522 family protein ,0.5,0.5,0.5
FMPC 19912: F0F1 ATP synthase subunit C ,0.483031674,0.5,0.5
FMPC 19913: AtpZ/AtpI family protein ,0.5,0.5,0.5
"FMPC 19914: *hhblits annotated* Redox-sensitive, Iron-sulfur FMPC, transcription, activator db:Uniclust30 e-value:1.6e-05 ",0.5,0.5,0.5
FMPC 19915: DUF4315 family protein ,0.519230769,0.495238095,0.530612245
FMPC 19916: *hhblits annotated* DUF1049 domain-containing protein  db:Pdp70 e-value:5e-05 ,0.5,0.5,0.5
FMPC 19917: *hhblits annotated* Peptidylprolyl isomerase db:Uniclust30_2023 e-value:3.6e-48 ,0.480769231,0.52,0.571428571
FMPC 19918: *hhblits annotated* Leucine rich repeats family protein  db:Pdp70 e-value:1.2e-23 ,0.5,0.476190476,0.5
FMPC 19919: *hhblits annotated* Serine protease 58 (Fragment)  db:Pdp70 e-value:0.0023 ,0.5,0.5,0.5
FMPC 19920: NifU family protein ,0.5,0.5,0.5
FMPC 19921: TIGR04197 family type VII secretion effector ,0.498868778,0.495238095,0.428571429
FMPC 19922: *hhblits annotated* calcium-dependent protein kinase 2-like db:Uniclust30_2023 e-value:2.5 ,0.425622172,0.558095238,0.571428571
FMPC 19923: *hhblits annotated* Tryptophan biosynthesis protein trpCF (E.C.5.3.1.24) db:Uniclust30 e-value:0.02 ,0.49010181,0.454285714,0.734693878
FMPC 19924: *hhblits annotated* Ger(X)C family germination protein db:Uniclust30_2023 e-value:1.2e-17 ,0.5,0.5,0.5
FMPC 19925: *hhblits annotated* Mobile element protein db:Uniclust30_2023 e-value:3.6e-40 ,0.5,0.5,0.5
FMPC 19926: DUF5327 family protein ,0.5,0.5,0.5
FMPC 19927: VRR-NUC domain-containing protein ,0.476244344,0.5,0.5
FMPC 19928: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 19929: *hhblits annotated* YrzI family small protein db:Uniclust30_2023 e-value:0.53 ,0.5,0.5,0.5
FMPC 19930: biofilm development regulator YmgB/AriR family protein ,0.540441176,0.466666667,0.612244898
FMPC 19931: EutN/CcmL family microcompartment protein ,0.5,0.5,0.5
FMPC 19932: *hhblits annotated* PB602L (Fragment)  db:Pdp70 e-value:9.2e-07 ,0.5,0.5,0.5
FMPC 19933: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:1.3e-08 ,0.522058824,0.5,0.5
FMPC 19934: YxcD family protein ,0.5,0.5,0.5
FMPC 19935: *hhblits annotated* replisome organizer db:Uniclust30 e-value:8.9e-12 ,0.5,0.5,0.5
FMPC 19936: PTS transporter subunit EIIB ,0.5,0.5,0.5
FMPC 19937: *hhblits annotated* DUF732 domain-containing protein db:Uniclust30_2023 e-value:2.9e-40 ,0.5,0.5,0.5
FMPC 19938: *hhblits annotated* Phage protein  db:Pdp70 e-value:1.3e-48 ,0.425622172,0.452380952,0.5
FMPC 19939: *hhblits annotated* Wall-associated protein  db:Pdp70 e-value:1.8e-07 ,0.507352941,0.5,0.5
FMPC 19940: DUF2523 domain-containing protein ,0.5,0.5,0.5
FMPC 19941: *hhblits annotated* Roadblock/LAMTOR2 domain-containing protein db:Uniclust30_2023 e-value:2.5 ,0.5,0.5,0.5
FMPC 19942: *hhblits annotated* VWA domain-containing protein db:Uniclust30_2023 e-value:2.1 ,0.5,0.5,0.5
FMPC 19943: *hhblits annotated* KTSC domain-containing protein db:Uniclust30_2023 e-value:8.6e-28 ,0.5,0.5,0.5
FMPC 19944: *hhblits annotated* Loader and inhibitor of phage G40P  db:Pdp70 e-value:6e-15 ,0.5,0.5,0.5
FMPC 19945: *hhblits annotated* Predicted protein  db:Pdp70 e-value:3.3e-11 ,0.5,0.5,0.5
FMPC 19946: *hhblits annotated* FUSC family protein (Fragment) db:Uniclust30_2023 e-value:1.3 ,0.397624434,0.276190476,0.367346939
FMPC 19947: polyhydroxyalkanoic acid system family protein ,0.5,0.5,0.5
FMPC 19948: *hhblits annotated* Transposase db:Uniclust30_2023 e-value:2.5 ,0.5,0.5,0.5
FMPC 19949: spore germination protein ,0.5,0.5,0.5
FMPC 19950: *hhblits annotated* DUF3892 domain-containing protein db:Uniclust30_2023 e-value:8.2e-08 ,0.574943439,0.472380952,0.357142857
FMPC 19951: DUF2188 domain-containing protein ,0.5,0.5,0.5
FMPC 19952: Txe/YoeB family addiction module toxin ,0.421097285,0.386666667,0.673469388
FMPC 19953: formaldehyde-responsive transcriptional repressor FrmR ,0.429298643,0.343809524,0.836734694
FMPC 19954: *hhblits annotated* Peroxinectin-like-3 protein (Fragment) db:Uniclust30_2023 e-value:1.0 ,0.5,0.5,0.5
FMPC 19955: mercury resistance system periplasmic binding protein MerP ,0.476809955,0.321904762,0.459183673
FMPC 19956: YlxR family protein ,0.480769231,0.5,0.428571429
FMPC 19957: BrnT family toxin ,0.5,0.5,0.5
"FMPC 19958: aminotransferase class IV, partial ",0.503676471,0.5,0.5
FMPC 19959: type II toxin-antitoxin system RelE/ParE family toxin ,0.5,0.5,0.5
FMPC 19960: *hhblits annotated* Holin db:Uniclust30_2023 e-value:0.08 ,0.501696833,0.5,0.428571429
FMPC 19961: DUF1488 domain-containing protein ,0.5,0.5,0.5
FMPC 19962: *hhblits annotated* Membrane protein  db:Pdp70 e-value:0.018 ,0.5,0.5,0.5
FMPC 19963: *hhblits annotated* Phasin db:Uniclust30_2023 e-value:1.6 ,0.5,0.5,0.5
FMPC 19964: *hhblits annotated* ScaI family restriction endonuclease db:Uniclust30_2023 e-value:3.2 ,0.5,0.5,0.5
FMPC 19965: membrane protein ,0.477658371,0.55047619,0.244897959
FMPC 19966: helix-turn-helix domain-containing protein ,0.480769231,0.5,0.5
"FMPC 19967: CBS domain-containing protein, partial ",0.507352941,0.5,0.5
FMPC 19968: DUF2619 domain-containing protein ,0.5,0.5,0.5
FMPC 19969: *hhblits annotated* WGR domain-containing protein db:Uniclust30_2023 e-value:1.1e-41 ,0.468891403,0.514285714,0.5
"FMPC 19970: helix-turn-helix domain-containing protein, partial ",0.514705882,0.5,0.357142857
FMPC 19971: *hhblits annotated* DUF2188 domain-containing protein db:Uniclust30_2023 e-value:1.5e-16 ,0.5,0.5,0.5
FMPC 19972: *hhblits annotated* TIGR02449 family protein db:Uniclust30_2023 e-value:0.69 ,0.5,0.5,0.5
FMPC 19973: *hhblits annotated* Inosine-guanosine kinase (E.C.2.7.1.73) db:Uniclust30 e-value:4e-05 ,0.5,0.5,0.5
FMPC 19974: stage VI sporulation protein F ,0.5,0.5,0.5
"FMPC 19975: small, acid-soluble spore protein, alpha/beta type ",0.499717195,0.386666667,0.795918367
FMPC 19976: YlbG family protein ,0.5,0.5,0.5
FMPC 19977: *hhblits annotated* Membrane protein  db:Pdp70 e-value:0.0029 ,0.5,0.5,0.428571429
FMPC 19978: *hhblits annotated* Metallophosphoesterase (Fragment) db:Uniclust30_2023 e-value:0.91 ,0.490950226,0.5,0.5
FMPC 19979: VRR-NUC domain-containing protein ,0.5,0.5,0.5
FMPC 19980: *hhblits annotated* Dihydrodipicolinate reductase  db:Pdp70 e-value:2.1e-53 ,0.493778281,0.5,0.489795918
FMPC 19981: *hhblits annotated* DUF2171 domain-containing protein db:Uniclust30_2023 e-value:1.5999999999999998e-41 ,0.5,0.5,0.5
FMPC 19982: *hhblits annotated* DNA repair metallo-beta-lactamase domain-containing protein db:Uniclust30_2023 e-value:0.088 ,0.5,0.5,0.5
FMPC 19983: *hhblits annotated* Macroglobulin domain-containing protein db:Uniclust30_2023 e-value:0.00076 ,0.5,0.5,0.5
FMPC 19984: phosphopantetheine-binding protein ,0.5,0.5,0.5
FMPC 19985: *hhblits annotated* 7TM GPCR serpentine receptor class x (Srx) domain-containing protein db:Uniclust30_2023 e-value:0.81 ,0.5,0.5,0.5
FMPC 19986: DNA-binding protein ,0.5,0.5,0.5
FMPC 19987: *hhblits annotated* Conjugal transfer protein db:Uniclust30_2023 e-value:6.5e-08 ,0.522058824,0.5,0.428571429
FMPC 19988: *hhblits annotated* UvrD-helicase domain-containing protein db:Uniclust30_2023 e-value:0.51 ,0.5,0.476190476,0.5
FMPC 19989: DUF2849 domain-containing protein ,0.5,0.5,0.5
FMPC 19990: GIY-YIG nuclease family protein ,0.487839367,0.47047619,0.5
FMPC 19991: DUF2187 domain-containing protein ,0.5,0.5,0.5
FMPC 19992: DUF4099 domain-containing protein ,0.479072398,0.499047619,0.683673469
FMPC 19993: TraM recognition domain-containing protein ,0.5,0.5,0.5
FMPC 19994: DUF1844 domain-containing protein ,0.411199095,0.241904762,0.357142857
FMPC 19995: *hhblits annotated* Helix-turn-helix  db:Pdp70 e-value:1.7e-11 ,0.5,0.5,0.5
FMPC 19996: acylphosphatase ,0.5,0.5,0.5
FMPC 19997: WXG100 family type VII secretion target ,0.5,0.5,0.5
FMPC 19998: *hhblits annotated* Conserved domain protein  db:Pdp70 e-value:9.9e-08 ,0.42138009,0.573333333,0.571428571
FMPC 19999: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:7.8e-37 ,0.507352941,0.476190476,0.571428571
FMPC 20000: *hhblits annotated* Transposase db:Uniclust30_2023 e-value:3e-49 ,0.5,0.5,0.5
FMPC 20001: KOW domain-containing RNA-binding protein ,0.507352941,0.5,0.5
FMPC 20002: *hhblits annotated* urea transporter db:Uniclust30_2023 e-value:1.2 ,0.5,0.5,0.5
FMPC 20003: oxidative damage protection protein ,0.471719457,0.379047619,0.510204082
"FMPC 20004: *hhblits annotated* Photosystem II protein PsbQ, psbQ  db:Pdp70 e-value:3.1e-10 ",0.540158371,0.47047619,0.428571429
FMPC 20005: metal-sensing transcriptional repressor ,0.466911765,0.516190476,0.489795918
"FMPC 20006: *hhblits annotated* 7,8-dihydro-8-oxoguanine-triphosphatase db:Uniclust30_2023 e-value:1.0 ",0.449660633,0.518095238,0.642857143
FMPC 20007: *hhblits annotated* Lysyl-tRNA synthetase db:Uniclust30_2023 e-value:6.1 ,0.534219457,0.476190476,0.571428571
FMPC 20008: *hhblits annotated* Ribbon-helix-helix protein CopG domain-containing protein db:Uniclust30_2023 e-value:4.3e-27 ,0.5,0.5,0.5
FMPC 20009: YtcA family lipoprotein ,0.49321267,0.347619048,0.612244898
FMPC 20010: Veg family protein ,0.536764706,0.532380952,0.418367347
FMPC 20011: *hhblits annotated* DUF3953 domain-containing protein db:Uniclust30_2023 e-value:2.2e-45 ,0.5,0.5,0.5
FMPC 20012: TcpD family membrane protein ,0.5,0.5,0.5
FMPC 20013: helix-turn-helix domain-containing protein ,0.536764706,0.52,0.5
FMPC 20014: *hhblits annotated* YokE-like PH domain-containing protein db:Uniclust30_2023 e-value:2.7e-19 ,0.5,0.5,0.5
"FMPC 20015: flavodoxin domain-containing protein, partial ",0.466063348,0.403809524,0.591836735
FMPC 20016: *hhblits annotated* Peptidase M20 db:Uniclust30_2023 e-value:4.8 ,0.485294118,0.5,0.5
FMPC 20017: type II toxin-antitoxin system RelE/ParE family toxin ,0.5,0.5,0.5
FMPC 20018: *hhblits annotated* Chromosome partition protein Smc db:Uniclust30_2023 e-value:4.1 ,0.514705882,0.52,0.5
FMPC 20019: type B 50S ribosomal protein L31 ,0.304298643,0.451428571,0.306122449
FMPC 20020: DegT/DnrJ/EryC1/StrS family aminotransferase ,0.5,0.5,0.5
FMPC 20021: cell division protein FtsB ,0.5,0.5,0.5
FMPC 20022: *hhblits annotated* Protein CopB db:Uniclust30_2023 e-value:4.7999999999999995e-46 ,0.5,0.5,0.5
FMPC 20023: CD3324 family protein ,0.5,0.5,0.5
FMPC 20024: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:6.300000000000001e-38 ,0.507352941,0.5,0.5
FMPC 20025: HTH domain-containing protein ,0.541289593,0.5,0.489795918
FMPC 20026: type II toxin-antitoxin system YoeB family toxin ,0.4010181,0.56,0.224489796
FMPC 20027: *hhblits annotated* Type I restriction endonuclease subunit M  db:Pdp70 e-value:2.1e-20 ,0.5,0.5,0.5
FMPC 20028: *hhblits annotated* Group-specific protein db:Uniclust30_2023 e-value:3.2999999999999997e-29 ,0.5,0.5,0.5
FMPC 20029: *hhblits annotated* Lipoprotein  db:Pdp70 e-value:0.00012 ,0.5,0.5,0.5
FMPC 20030: *hhblits annotated* COMM domain-containing protein 5 db:Uniclust30_2023 e-value:27.0 ,0.5,0.5,0.5
FMPC 20031: *hhblits annotated* Putative Rz protein  db:Pdp70 e-value:5.4e-05 ,0.500565611,0.495238095,0.285714286
FMPC 20032: HPr family phosphocarrier protein ,0.530825792,0.356190476,0.387755102
FMPC 20033: *hhblits annotated* M1 family peptidase (Fragment) db:Uniclust30_2023 e-value:1.8 ,0.5,0.5,0.5
FMPC 20034: DUF3165 family protein ,0.568156109,0.421904762,0.510204082
FMPC 20035: VirB3 family type IV secretion system protein ,0.5,0.447619048,0.5
FMPC 20036: *hhblits annotated* Putative lipoprotein  db:Pdp70 e-value:2.5e-11 ,0.5,0.5,0.5
FMPC 20037: prevent-host-death protein ,0.459841629,0.506666667,0.326530612
FMPC 20038: arylsulfatase regulator ,0.514705882,0.476190476,0.5
FMPC 20039: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 20040: type II toxin-antitoxin system RelE/ParE family toxin ,0.570701357,0.41047619,0.387755102
FMPC 20041: *hhblits annotated* tetratricopeptide repeat protein db:Uniclust30_2023 e-value:2.0 ,0.413744344,0.56,0.448979592
"FMPC 20042: winged helix-turn-helix domain-containing protein, partial ",0.5,0.494285714,0.653061224
FMPC 20043: MbeD family mobilization/exclusion protein ,0.510463801,0.448571429,0.367346939
FMPC 20044: *hhblits annotated* Predicted protein  db:Pdp70 e-value:6.5e-54 ,0.5,0.5,0.5
FMPC 20045: GNAT family N-acetyltransferase ,0.45050905,0.362857143,0.551020408
FMPC 20046: HU family DNA-binding protein ,0.5,0.476190476,0.428571429
FMPC 20047: *hhblits annotated* PepSY domain-containing protein db:Uniclust30_2023 e-value:0.6 ,0.489819005,0.518095238,0.357142857
FMPC 20048: ogr/Delta-like zinc finger family protein ,0.479920814,0.245714286,0.244897959
FMPC 20049: *hhblits annotated* Membrane protein  db:Pdp70 e-value:3.9e-22 ,0.5,0.5,0.5
FMPC 20050: *hhblits annotated* Conjugal transfer protein db:Uniclust30_2023 e-value:1.4e-06 ,0.533653846,0.5,0.5
FMPC 20051: *hhblits annotated* Galactitol-specific phosphotransferase enzyme IIB component  db:Pdp70 e-value:4.4e-09 ,0.5,0.5,0.571428571
FMPC 20052: DUF2829 domain-containing protein ,0.486142534,0.381904762,0.642857143
FMPC 20053: *hhblits annotated* Helicase (Fragment) db:Uniclust30_2023 e-value:8.2 ,0.39111991,0.586666667,0.428571429
FMPC 20054: *hhblits annotated* transglycosylase domain-containing protein db:Uniclust30_2023 e-value:0.49 ,0.5,0.5,0.5
FMPC 20055: *hhblits annotated* TcpE family protein db:Uniclust30_2023 e-value:3.8 ,0.5,0.5,0.5
FMPC 20056: antitoxin ,0.426470588,0.335238095,0.469387755
"FMPC 20057: type II secretion system minor pseudopilin GspJ, partial ",0.436934389,0.287619048,0.510204082
FMPC 20058: *hhblits annotated* DUF6371 domain-containing protein db:Uniclust30_2023 e-value:1.1 ,0.529411765,0.5,0.428571429
FMPC 20059: *hhblits annotated* Predicted protein  db:Pdp70 e-value:9.7e-41 ,0.5,0.5,0.5
FMPC 20060: *hhblits annotated* Predicted protein  db:Pdp70 e-value:1.2e-51 ,0.501979638,0.52,0.428571429
FMPC 20061: *hhblits annotated* t-SNARE coiled-coil homology domain-containing protein db:Uniclust30_2023 e-value:1.1e-09 ,0.507352941,0.5,0.5
FMPC 20062: amphi-Trp domain-containing protein ,0.5,0.5,0.5
FMPC 20063: *hhblits annotated* Dockerin domain-containing protein (Fragment) db:Uniclust30_2023 e-value:2.4 ,0.5,0.5,0.5
FMPC 20064: *hhblits annotated* AMP-dependent ligase C-terminal domain-containing protein db:Uniclust30_2023 e-value:2e-20 ,0.5,0.5,0.5
FMPC 20065: YlmC/YmxH family sporulation protein ,0.5,0.5,0.5
FMPC 20066: *hhblits annotated* Secreted protein  db:Pdp70 e-value:8.3e-36 ,0.5,0.5,0.5
FMPC 20067: helix-turn-helix domain-containing protein ,0.5,0.5,0.428571429
FMPC 20068: *hhblits annotated* Nitrogenase component 1 type Oxidoreductase family protein  db:Pdp70 e-value:2.6e-59 ,0.5,0.5,0.5
FMPC 20069: PTS phosphocarrier protein NPr ,0.477941176,0.340952381,0.530612245
FMPC 20070: carbamoyl phosphate synthase large subunit ,0.507352941,0.452380952,0.571428571
FMPC 20071: phage holin family protein ,0.461538462,0.47047619,0.5
FMPC 20072: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:0.00076 ,0.5,0.5,0.5
FMPC 20073: DUF3811 domain-containing protein ,0.511312217,0.327619048,0.489795918
FMPC 20074: *hhblits annotated* Poly (ADP-ribose) glycohydrolase (PARG) catalytic domain-containing protein (Fragment) db:Uniclust30_2023 e-value:2.3 ,0.5,0.5,0.5
FMPC 20075: LtrD ,0.529411765,0.5,0.5
FMPC 20076: DUF1294 domain-containing protein ,0.5,0.5,0.5
"FMPC 20077: LptF/LptG family permease, partial ",0.479638009,0.413333333,0.510204082
FMPC 20078: *hhblits annotated* Transcriptional regulator db:Uniclust30_2023 e-value:1.5e-13 ,0.507352941,0.5,0.5
